address,price,description,bedrooms,bathrooms,latitude,longitude,postcode,property_id
"Treen Avenue, LONDON",1900,"A charming one-bedroom apartment in Barnes, featuring a private garden. The property offers a bright living area, fully equipped kitchen, and a well-proportioned double bedroom. The private garden provides a peaceful outdoor space, perfect for relaxation. Conveniently located near local shops, an...",1,1,51.4667243,-0.2515964,SW13 0JR,a1cca2842b8b880e5f3a13c67ef5f93f
"Woodfield Road, Ealing",2249,A modern two double bedroom apartment in this popular development close to Pitshanger Village. Within a short distance of the tube and train services at Ealing Broadway.,2,1,51.5248299,-0.3086405,W5 1SL,65548ca53b46825de59bd2299aeb5f42
"Cleve Road, South Hampstead",1798,"As sole agents, we are delighted to offer a selection of recently refurbished flats located on Cleve Road, one of the areas prime roads.",1,1,51.5441899,-0.1909479,NW6,0441a74110554ad5d8f04126db2d8404
"UNCLE Colindale, Appleby House, 4, Sanday Drive",1823,Get 4 weeks rent free now if you move in by end of March! *Select units only* A stunning studio apartment that's only 22 minutes to King’s Cross with all the specs and amenities you can think of. This spacious and smartly designed flat at UNCLE Colindale is ideal for those lookin...,0,1,51.5954872,-0.2474412,NW9,a16044cb8fa27ca6b277ccebb6db9fb1
"Newcastle House, Luxborough Street",6067,"We are delighted to present this spacious and modern 2 bedroom apartment, ideally situated in the heart of Marylebone Village with west-facing park views. This bright and stylish home offers contemporary living with elegant finishes throughout. Set within a charming purpose-built block, the ...",2,1,51.5209465,-0.1541517,W1U 5BR,5a7f65db65b57386ebda4c251b171861
"Parsifal Road, West Hampstead",1798,"Cedar Estates are delighted to offer this well-presented and furnished one-bedroom flat, located on a quiet residential street just a short walk from the shops and transport links of West Hampstead.",1,1,51.5544574,-0.1933721,NW6,9f892bef5aec7fd6d28c2b54eb9c20ba
"Cremer Street, Shoreditch",3250,"An elegantly furnished 2-bedroom apartment with dual aspects located in the Rosewood Building. This expansive residence features two double bedrooms, each equipped with fitted wardrobes, a generously sized open-plan living area, balconies accessible from every bedroom, a fully fitted kit...",2,2,51.5306215,-0.075623,E2,e13393fdf7c61cc0eee604a36507644b
"Concorde Way, Bermondsey, London",2100,"A generous and well-kept two bedroom garden apartment in Surrey Quays. The property boasts a naturally bright living room leading into the impressive landscaped private garden, a modern kitchen, two spacious double bedrooms, and a good sized family bathroom. The apartment benefits from a great am...",2,2,51.4901708,-0.0481725,SE16,9695900cd134b5b63ee600fe6525afcc
"Glengall Road, London",2150,"Modern and recently refurbished two double bedroom flat is available from the 6th of June. Amazingly designed apartment is located on the first floor, been completely refurbished other benefits are good insulation, new spec and it`s presented in excellent condition, high ceiling, great light. Pr...",2,1,51.5393576,-0.199183,NW6,0ed73a9f011ebc28a8093789ac2cd9d5
"UNCLE Stockwell, 58 Courland Grove, London",1450,"Located in a bustling part of Zone 2 in London, this spacious studio apartment at UNCLE Stockwell has been carefully designed to maximise space and light for those who want a comfortable, desirable living space that’s an easy commute to the city.",0,1,51.4720147,-0.1314618,SW8,9d83721adc201fc355e897c4079bd016
"39 HILL STREET, London",3207,"Well proportioned one bedroom apartment on the fifth floor of this beautiful red brick building, situated in the heart of London's fashionable Mayfair, neighbouring the famous Berkeley Square.",1,1,51.5079652,-0.1495281,W1J,c8222563f99ce58657fb9d5e104e20e3
"39 HILL STREET, London",3207,"A bright, spacious one-bedroom, sixth-floor apartment, offering a large double bedroom, modern fitted bathroom, spacious reception room with rear facing views over Hay's Mews, and a fully fitted kitchen with breakfast bar.",1,1,51.5079652,-0.1495281,W1J,c8222563f99ce58657fb9d5e104e20e3
"DUKE STREET, London",25567,"An exceptional three bedroom, north west facing, lateral apartment set within a Victorian red brick, Grade II listed, Queen Anne style period building constructed in the 1890s, boasting an elegant red brick façade with Ketton stone dressings, that occupies a position of undeniable status a...",3,3,51.5136687,-0.1510876,W1K,a16f25eff53114c3bac07b5b4408d236
"Ewhurst Court, Morden, Mitcham",2400,"LONG LET. Arranged over 2 floors, this fantastic 3 bedroom duplex flat offers comfortable accommodation throughout, boasting a bright reception room, 3 well-proportioned bedrooms and smart bathroom with a separate wc.",3,1,51.4050826,-0.1817836,CR4,9e34e185f18f1c12eb0e94d6e3f8ded4
"UNCLE Stockwell, 58 Courland Grove, London",1480,"Located in a bustling part of Zone 2 in London, this spacious studio apartment at UNCLE Stockwell has been carefully designed to maximise space and light for those who want a comfortable, desirable living space that’s an easy commute to the city.",0,1,51.4720147,-0.1314618,SW8,cb6baba9b637a4ecdee44a8b91037c3d
"Mill Lane, West Hampstead",1625,"Cedar Estates are delighted to offer this bright and airy one-bedroom flat, located on the first floor of well maintained building. Ideally situated within easy walking distance of both Kilburn and West Hampstead Tube stations, as well as local shops, this flat offers both convenience and comfort.",1,1,51.5514526,-0.1998518,NW6,9c292ecca3aec14102c08aa2fe28607f
"Three Colts Lane, Bethnal Green, London",2695,"LONG LET. Set on the 1st floor of a new development, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful private Balcony.",1,1,51.5245575,-0.0561695,E2,3e6a4a7ab4311c942564b86117ca566b
"Artisan Point,, 136 Victoria Rd,, North Acton,, London",3600,"Get 4 weeks rent free now if you move in by end of March! *Select units only* The latest UNCLE development – This spacious three bedroom apartment at UNCLE Acton offers a blend of modern design with exceptional comfort, perfect for sharers, couples, or small families.",3,2,51.5220875,-0.2579759,W3,3bb5e47a8c53aac9715c02341114dbf5
"POOLES LANE, Chelsea, London",5634,"ZERO DEPOSIT AVAILABLE. LONG LET. Well presented throughout, this lovely 4 bedroom flat is arranged over 3 floors and benefits from generous sized bedrooms, spacious and bright reception room and a beautiful private garden.",4,3,51.4788782,-0.1843397,SW10,28465c37e5f57df9867f1b2c3ae031bd
"Artisan Point,, 136 Victoria Rd,, North Acton,, London",2800,"Get 4 weeks rent free now if you move in by end of March! *Select units only* The latest UNCLE development – This stunning two bedroom apartment at UNCLE Acton is perfect for sharers, couples, or working professionals looking for a bit more space.",2,2,51.5220875,-0.2579759,W3,417c491b73e42d6c3a99de06ae6fd55a
"Kendal Street, London,.",2600,"One bedroom apartment to rent in Coniston Court, Hyde Park W2. Set on the fourth floor, of a purpose-built building with porter, this apartment is bright and finished to a good standard with wooden flooring throughout. Accommodation comprises reception room with large windows, fully-fitted kit...",1,1,51.5150933,-0.1655573,W2,d7ceef9e2f48919b7610f6d05bf7a844
"Burbage Close, London",2197,Large 3 double bed flat with no lounge available now offered furnished. Situated just a short walk away from Borough Station in Zone 1 SE1. Perfect for Students and professionals. Contact Cubix today to arrange a viewing.,3,1,51.4961618,-0.0893105,SE1,3d0cad9d457a0d31aa2d4e86d2d417f6
"Artisan Point,, 136 Victoria Rd,, North Acton,, London",2700,"The latest UNCLE development – This stunning two bedroom apartment at UNCLE Acton is perfect for sharers, couples, or working professionals looking for a bit more space.",2,2,51.5220875,-0.2579759,W3,4a150e3347dbee4a90e549b05548c80b
"Endymion Road, London",2000,One bedroom period conversion featuring its own private section of the rear garden.,1,1,51.5745725,-0.1028564,N4,04dfacee93919797f9795826e7680fff
"Artisan Point,, 136 Victoria Rd,, North Acton,, London",2130,"The latest UNCLE development – This stylish one bedroom apartment at UNCLE Acton offers a blend of modern design with exceptional comfort, perfect for singles or couples.",1,1,51.5220875,-0.2579759,W3,d72483961de72b0c1859b5333de03395
"Prince Of Wales Terrace, Kensington",14300,Elegant two bedroom apartment overlooking Hyde Park,2,2,51.5014203,-0.1862694,W8,cf606325c32f363f00ae0ba0861ebfb4
"UNCLE New Cross, Batavia Road, London",2650,"For small families or professionals needing more room, this three bedroom apartment at UNCLE New Cross provides ample space with a touch of luxury (not to mention incredible comfort).",3,2,51.4762541,-0.0382132,SE14,1f1c25ce04cd6f5533ab58929057f2e1
"Edgeware Road, London",1395,***MODERN AND STYLISH*** STUDIO***NEW DEVELOPEMENT***AVAILABLE APRIL***CALL TO BOOK A VIEWING....,0,0,51.5673528,-0.2277632,NW2,753fa55a4c0c403a8bda86a7933f736c
"Beaufort Court, Maygrove Road, London",1950,"A 1 BEDROOM DUPEX APARTMENT FOR RENT WITH A TERRACE & BALCONY LOCATED WITHIN THIS LUXURY DEVELOPMENT IN WEST HAMPSTEAD, NW6 This property offers spacious split level living comprising an open plan living room with luxury fitted kitchen, access to balcony and guest cloakroom while downsta...",1,1,51.5480379,-0.1993611,NW6,c7969edf74298f377ccf0a4449d05836
"Cooks Road, London",3813,"View and reserve now Students only Superb 4 double bedroom 2 bathroom with a private garden this Maisonette located in Kennington, this property is offered furnished and is ideal for student sharers. Garden and open plan living area, Master bedroom has an ensuite. A short walk to Kennington station",4,2,51.4834898,-0.1033471,SE17,873ba5493312d58e47b3405160261790
Abbey Road London,1800,A newly refurnished studio available to rent immediately. Finished to a high standard throughout with new Kitchen and bathroom. On site porter.,0,1,51.5368118,-0.1829807,NW8,ede5836e97ef3923c59c39b3b99a9db4
"Douglass Tower, Goodluck Hope, London",3748,"As the Show Flat, this exceptional two-bedroom apartment in Douglass Tower, part of the prestigious Goodluck Hope development in E14, boasts premium furniture and a stylish, thoughtfully designed interior. Offering breathtaking views of the River Thames and Canary Wharf, this residence features a...",2,2,51.5093101,0.0061385,E14,c6d478e595991429305371cb8ac7a4fe
"Belsize Square, Belsize Park",3500,Great size 3 double bedroom apartment - Set on 2nd floor of imposing period conversion - Bright reception with wood flooring - Separate kitchen with all appliances - Main bedroom with en suite bathroom - Shower room - 2 further double bedrooms - Tranquil location in tree-lined square...,3,2,51.5471509,-0.1705166,NW3,c3d06987d3e05448b5a26410c59e8022
"Hill Street, Mayfair, London",3206,"This stunning one bedroom apartment is situated on the sixth floor of this beautiful red brick building in the heart of Mayfair. The apartment comprises a large double bedroom, a modern bathroom, spacious reception room with rear facing views over Hay’s Mews and a unique kitchenette. The apartme...",1,1,51.5086937,-0.1484713,W1,14e7d0b27c4e376a6877e267f30e7d35
"Hill Street, Mayfair, London",3726,"A bright and spacious one bedroom third floor apartment located on one of Mayfair’s most prestigious roads neighbouring the famous Berkeley Square. The apartment is set over 533sq ft. and offers a large double bedroom, modern fitted bathroom, spacious reception room with front facing views over ...",1,1,51.5086937,-0.1484713,W1,304538707a6c094dea81549988d59b10
"White Horse Road, London",2100,"Lovely Two Bedroom Flat With Balcony In A New Build Near Stepney Green/Limehouse DLR, E1.",2,1,51.5146419,-0.0405464,E1,afa6e8bdddf71172383a59c0c855eb21
"UNCLE New Cross, Batavia Road, London",1750,"For small families or professionals needing more room, this two bedroom apartment at UNCLE New Cross provides ample space with a touch of luxury (not to mention incredible comfort).",1,1,51.4762541,-0.0382132,SE14,2898a5de5b748c73f0e2d8849542786d
Portman Street Mayfair,3250,Spacious Apartment – Excellent Location – Two Bedrooms – Separate Kitchen - Approx. 65sqm / 699sqft – Furnished – Wooden Flooring – Lots of Natural light – Professionally Managed,2,1,51.5145337,-0.1563171,W1H,cfc9891bce3245b8533f41ee39434c27
